"X___1","PUMFID","PERSONID","AGEGP","SEX","MARST","PROV","IMMSTP","YRIMMGP","CMPHI","HLEV2G","CFID","CFSIZE","CFMJSI","CFATINC","CFEARNG","EFID","EFSIZE","EFATINC","HHSIZE","FWEIGHT","Province","region","sexe","statut_mat","niveau_educ"
2220,3056,305601,14,1,2,35,6,6,2,1,"3056A01",2,2,55760,49000,"3056A",2,55760,2,726.7263,"Ontario","Ontario","Homme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
2235,3062,306201,9,2,2,46,6,6,1,3,"3062A01",4,2,105005,111250,"3062A",4,105005,4,81.2486,"Manitoba","Ouest","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
2271,3076,307601,11,2,1,59,1,1,1,4,"3076A01",5,2,123625,135100,"3076A",5,123625,5,732.6496,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2312,3093,309303,1,1,96,46,6,6,6,6,"3093A01",4,2,86980,94000,"3093A",4,86980,4,259.0834,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
2323,3098,309801,10,2,1,35,6,6,1,2,"3098A01",2,2,104480,140750,"3098A",2,104480,2,211.7149,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2381,3122,312201,16,2,1,47,6,6,1,4,"3122A01",1,4,32475,0,"3122A",1,32475,1,173.2366,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2383,3124,312401,11,1,1,46,6,6,1,2,"3124A01",3,2,195915,242500,"3124A",3,195915,4,104.1439,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2401,3131,313101,11,1,1,46,1,1,1,2,"3131A01",4,2,64080,65500,"3131A",4,64080,4,128.3966,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2476,3160,316001,6,1,6,46,1,1,1,2,"3160A01",5,4,18650,6750,"3160A",5,18650,5,182.8632,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2483,3161,316103,10,1,6,35,2,6,1,3,"3161A01",3,2,169390,145500,"3161A",3,169390,3,740.0087,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
2503,3171,317101,13,1,5,35,6,6,1,3,"3171A01",1,4,2450,0,"3171A",1,2450,1,645.5688,"Ontario","Ontario","Homme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
2515,3176,317601,7,2,1,24,6,6,1,4,"3176A01",3,2,77080,70000,"3176A",3,77080,3,177.5249,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2633,3231,323103,3,2,96,24,6,6,6,6,"3231A01",4,2,108935,127500,"3231A",4,108935,4,911.258,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
2634,3231,323104,2,1,96,24,6,6,6,6,"3231A01",4,2,108935,127500,"3231A",4,108935,4,911.258,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
2652,3237,323704,3,1,96,35,6,6,6,6,"3237A01",4,2,44900,36000,"3237A",4,44900,4,243.8101,"Ontario","Ontario","Homme","Non applicable","Non applicable"
2654,3238,323801,16,1,1,48,1,3,1,4,"3238A01",3,2,92935,57500,"3238A",3,92935,3,1152.3887,"Alberta","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2660,3241,324101,10,2,6,35,6,6,1,2,"3241A01",2,4,24275,0,"3241A",2,24275,2,365.0187,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2689,3255,325502,14,1,1,24,1,5,1,2,"3255A01",2,3,27550,20200,"3255A",2,27550,2,2302.3811,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2740,3278,327803,8,1,6,35,6,6,1,2,"3278A01",3,2,73180,69000,"3278A",3,73180,3,481.1478,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2742,3279,327902,13,1,1,10,6,6,1,2,"3279A01",2,2,54430,65000,"3279A",2,54430,2,231.438,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
2848,3323,332301,7,1,6,48,2,6,1,4,"3323A01",1,2,96735,125000,"3323A",1,96735,1,1258.7275,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2867,3333,333301,10,1,1,35,6,6,1,3,"3333A01",4,2,137575,165000,"3333A",4,137575,4,373.0218,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
2872,3335,333501,16,2,5,13,6,6,2,1,"3335A01",1,4,20550,0,"3335A",1,20550,1,164.0568,"Nouveau-Brunswick","Atlantique","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
2911,3347,334701,16,2,5,48,6,6,2,1,"3347A01",1,4,22500,-925,"3347A",1,22500,1,624.5348,"Alberta","Ouest","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
2920,3353,335301,10,2,1,47,6,6,1,4,"3353A01",5,2,261300,381500,"3353A",5,261300,5,278.1106,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
2922,3353,335303,4,1,6,47,6,6,2,1,"3353A01",5,2,261300,381500,"3353A",5,261300,5,278.1106,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
2926,3354,335402,8,1,2,24,6,6,1,3,"3354A01",2,2,62725,72000,"3354A",2,62725,2,291.5118,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3007,3385,338501,16,2,5,35,6,6,2,1,"3385A01",1,4,24770,6000,"3385A",1,24770,1,753.3779,"Ontario","Ontario","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3070,3417,341702,16,1,2,59,6,6,2,1,"3417A01",2,4,48055,0,"3417A",2,48055,2,272.8126,"Colombie Britanique","Colombie Britanique","Homme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3086,3426,342603,4,2,6,47,6,6,2,1,"3426A01",4,2,102270,107750,"3426A",4,102270,4,109.9098,"Saskatchewan","Ouest","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3114,3435,343505,15,2,1,59,1,1,2,1,"3435A02",2,3,4600,3700,"3435A",6,54860,6,2391.1772,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3116,3436,343601,16,2,3,59,6,6,1,3,"3436A01",1,4,25135,0,"3436A",1,25135,1,464.5094,"Colombie Britanique","Colombie Britanique","Femme","S<U+00E9>par<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3131,3441,344105,1,2,96,59,6,6,6,6,"3441A01",5,2,122485,142000,"3441A",6,122485,7,876.4159,"Colombie Britanique","Colombie Britanique","Femme","Non applicable","Non applicable"
3148,3448,344803,5,2,6,48,6,6,1,2,"3448A01",5,2,153605,187500,"3448A",5,153605,5,155.1517,"Alberta","Ouest","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3157,3451,345101,12,2,1,59,6,6,1,2,"3451A01",2,2,122990,164000,"3451A",2,122990,2,219.8527,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3168,3456,345602,12,2,1,35,6,6,1,2,"3456A01",2,2,24925,20900,"3456A",2,24925,2,173.5121,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3175,3459,345901,11,1,1,35,6,6,1,3,"3459A01",4,2,194040,239500,"3459A",4,194040,4,484.39,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3176,3459,345902,12,2,1,35,6,6,1,4,"3459A01",4,2,194040,239500,"3459A",4,194040,4,484.39,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3243,3482,348202,12,1,1,46,2,6,1,3,"3482A01",4,2,99370,107850,"3482A",4,99370,4,184.1411,"Manitoba","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3246,3483,348301,16,1,1,47,6,6,2,1,"3483A01",2,6,125680,0,"3483A",2,125680,2,225.8132,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3269,3493,349303,4,1,6,48,1,1,2,1,"3493A01",5,2,212280,290000,"3493A",5,212280,5,1127.302,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3271,3493,349305,3,1,96,48,6,6,6,6,"3493A01",5,2,212280,290000,"3493A",5,212280,5,1127.302,"Alberta","Ouest","Homme","Non applicable","Non applicable"
3283,3498,349801,11,1,6,46,2,6,1,3,"3498A01",1,2,31320,36000,"3498A",1,31320,1,154.7694,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3409,3558,355801,16,2,1,48,2,6,2,1,"3558A01",2,4,37375,-14500,"3558A",2,37375,2,200.846,"Alberta","Ouest","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
3458,3580,358003,1,2,96,24,6,6,6,6,"3580A01",3,2,72765,97500,"3580A",3,72765,3,275.7358,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
3461,3582,358202,10,2,1,24,1,1,9,9,"3582A01",7,4,48975,15500,"3582A",7,48975,7,2806.9766,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Non r<U+00E9>ponse"
3473,3587,358701,8,2,2,24,6,6,1,3,"3587A01",4,2,122590,148000,"3587A",4,122590,4,231.3618,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3500,3596,359603,1,2,96,24,6,6,6,6,"3596A01",3,2,43755,28000,"3596A",3,43755,3,214.5876,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
3526,3607,360703,1,1,96,35,6,6,6,6,"3607A01",3,2,124080,150000,"3607A",3,124080,3,83.9221,"Ontario","Ontario","Homme","Non applicable","Non applicable"
3580,3633,363302,6,2,6,12,6,6,1,2,"3633A01",2,4,42860,22500,"3633A",2,42860,2,240.9658,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3584,3636,363601,11,2,4,48,6,6,1,3,"3636A01",2,2,85150,86000,"3636A",2,85150,2,88.0719,"Alberta","Ouest","Femme","Divorc<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3606,3648,364801,12,1,6,24,6,6,2,3,"3648A01",1,2,87830,115000,"3648A",1,87830,2,418.2529,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3632,3658,365801,12,2,1,24,6,6,1,4,"3658A01",5,2,111690,87500,"3658A",5,111690,5,659.3795,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3649,3664,366401,12,1,3,35,6,6,1,3,"3664A01",1,2,65430,87500,"3664A",1,65430,1,530.0787,"Ontario","Ontario","Homme","S<U+00E9>par<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3650,3665,366501,13,1,1,24,6,6,1,3,"3665A01",2,6,73355,34000,"3665A",2,73355,2,383.9741,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3653,3666,366602,11,1,1,24,6,6,2,3,"3666A01",4,2,101225,108250,"3666A",4,101225,4,550.6309,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3654,3666,366603,6,2,6,24,6,6,1,2,"3666A01",4,2,101225,108250,"3666A",4,101225,4,550.6309,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3667,3674,367401,12,2,2,24,6,6,1,3,"3674A01",2,2,123710,160000,"3674A",2,123710,2,275.1581,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3690,3684,368403,1,2,96,46,6,6,6,6,"3684A01",4,2,72880,61000,"3684A",4,72880,4,141.5678,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
3709,3693,369301,14,1,1,46,2,6,1,3,"3693A01",2,6,76305,875,"3693A",2,76305,2,222.1495,"Manitoba","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3722,3699,369901,15,1,99,48,2,6,1,3,"3699A01",1,4,25850,0,"3699A",3,76455,3,102.8526,"Alberta","Ouest","Homme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3791,3727,372701,8,2,1,46,6,6,1,4,"3727A01",3,2,106545,111500,"3727A",3,106545,3,195.9041,"Manitoba","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3830,3744,374402,15,2,1,13,6,6,1,2,"3744A01",2,4,68490,22000,"3744A",2,68490,2,164.4872,"Nouveau-Brunswick","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3833,3747,374701,12,2,4,10,6,6,1,2,"3747A01",1,4,14275,0,"3747A",1,14275,1,178.8627,"Terre-Neuve-et-Labrador","Atlantique","Femme","Divorc<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3841,3751,375102,14,1,1,35,6,6,1,3,"3751A01",4,6,93460,17500,"3751A",4,93460,4,459.4245,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3860,3758,375801,12,2,4,59,6,6,1,4,"3758A01",1,2,48420,55000,"3758A",1,48420,1,153.2662,"Colombie Britanique","Colombie Britanique","Femme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3870,3763,376303,7,2,6,59,6,6,1,3,"3763B01",1,2,18900,17500,"3763B",1,18900,2,605.0714,"Colombie Britanique","Colombie Britanique","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
3891,3772,377202,9,2,1,11,6,6,1,4,"3772A01",5,2,104765,128150,"3772A",5,104765,5,116.9351,"Ile du prince Edouard","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3913,3778,377801,6,1,6,24,2,6,1,2,"3778A01",1,4,800,0,"3778A",2,4175,2,1389.9468,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3929,3789,378901,7,1,1,59,2,6,1,4,"3789A01",3,2,103005,1e+05,"3789A",3,103005,3,937.8889,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3940,3793,379301,13,1,6,24,6,6,1,2,"3793A01",2,6,60135,375,"3793A",2,60135,2,361.6819,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
3959,3800,380003,3,1,96,24,6,6,6,6,"3800A01",5,2,60665,51500,"3800A",5,60665,5,868.4916,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
3972,3806,380601,14,2,1,59,2,6,1,4,"3806A01",2,2,98775,94650,"3806A",2,98775,2,1260.4429,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
3999,3817,381702,12,1,2,10,6,6,1,3,"3817A01",2,2,136490,186000,"3817A",2,136490,2,265.4097,"Terre-Neuve-et-Labrador","Atlantique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4007,3821,382103,4,2,6,11,6,6,2,1,"3821A01",4,4,33600,4100,"3821A",4,33600,4,86.0272,"Ile du prince Edouard","Atlantique","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
4029,3830,383001,11,1,1,35,6,6,1,3,"3830A01",4,2,92085,106500,"3830A",4,92085,4,119.8384,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4034,3831,383102,14,1,1,13,6,6,1,2,"3831A01",2,6,74635,0,"3831A",2,74635,2,185.3524,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
4049,3837,383701,13,2,2,35,2,6,2,3,"3837A01",2,2,89640,106500,"3837A",2,89640,2,835.3419,"Ontario","Ontario","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4063,3842,384202,12,2,1,35,6,6,1,3,"3842A01",4,2,88705,86000,"3842A",4,88705,4,923.6553,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4085,3852,385203,6,1,6,24,6,6,1,3,"3852A01",5,2,166135,196550,"3852A",5,166135,5,983.019,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4091,3853,385304,9,1,2,24,6,6,1,3,"3853A01",4,2,75115,73000,"3853A",4,75115,4,278.559,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4098,3857,385702,13,2,2,24,2,6,1,4,"3857A01",3,2,114620,125700,"3857A",3,114620,3,1165.2361,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
4104,3860,386002,3,2,96,12,6,6,6,6,"3860A01",3,4,23025,5750,"3860A",3,23025,3,71.7003,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Non applicable","Non applicable"
4114,3864,386401,16,2,5,35,1,5,1,2,"3864A01",1,4,21125,0,"3864A",1,21125,1,2192.6193,"Ontario","Ontario","Femme","Veuf","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
4117,3866,386601,10,2,1,35,6,6,2,1,"3866A01",7,4,39100,5250,"3866A",7,39100,7,1384.3247,"Ontario","Ontario","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
4119,3866,386603,7,1,6,35,6,6,1,2,"3866A01",7,4,39100,5250,"3866A",7,39100,7,1384.3247,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
4135,3871,387101,13,1,2,13,6,6,2,3,"3871A01",2,2,102015,119000,"3871A",2,102015,2,185.6958,"Nouveau-Brunswick","Atlantique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4194,3896,389601,10,2,3,35,2,6,1,3,"3896A01",3,2,60810,67500,"3896A",3,60810,3,386.0563,"Ontario","Ontario","Femme","S<U+00E9>par<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4220,3908,390802,11,2,1,12,6,6,1,4,"3908A01",5,2,149095,185500,"3908A",5,149095,5,484.9546,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
4236,3914,391404,1,2,96,35,6,6,6,6,"3914A01",5,2,77025,85000,"3914A",5,77025,5,527.2928,"Ontario","Ontario","Femme","Non applicable","Non applicable"
4251,3920,392005,2,1,96,24,6,6,6,6,"3920A02",3,4,27400,3000,"3920A",5,56640,5,370.9963,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
4275,3932,393201,6,1,99,47,6,6,1,2,"3932A01",2,4,25600,9975,"3932A",2,25600,2,220.5715,"Saskatchewan","Ouest","Homme","Non r<U+00E9>ponse","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
4281,3935,393501,13,2,5,35,6,6,1,4,"3935A01",2,2,107405,111300,"3935A",2,107405,2,753.5009,"Ontario","Ontario","Femme","Veuf","Dipl<U+00F4>me ou certificat universitaire"
4290,3939,393904,1,1,96,47,6,6,6,6,"3939A01",4,2,172355,210000,"3939A",4,172355,4,146.6251,"Saskatchewan","Ouest","Homme","Non applicable","Non applicable"
4292,3940,394002,3,2,96,10,6,6,6,6,"3940A01",2,2,54310,43000,"3940A",2,54310,2,72.1415,"Terre-Neuve-et-Labrador","Atlantique","Femme","Non applicable","Non applicable"
4307,3949,394902,16,1,1,46,6,6,1,3,"3949A01",2,6,79230,275,"3949A",2,79230,2,75.4101,"Manitoba","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4315,3953,395302,9,2,1,13,6,6,1,4,"3953A01",4,2,96030,104000,"3953A",4,96030,4,211.8259,"Nouveau-Brunswick","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
4322,3955,395501,14,2,1,47,6,6,1,3,"3955A01",2,2,122480,132500,"3955A",2,122480,2,221.1749,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4343,3965,396504,2,1,96,12,6,6,6,6,"3965A01",4,5,270280,138000,"3965A",4,270280,4,482.9948,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Non applicable","Non applicable"
4361,3973,397302,1,2,96,13,6,6,6,6,"3973A01",3,4,25375,0,"3973A",3,25375,3,66.8118,"Nouveau-Brunswick","Atlantique","Femme","Non applicable","Non applicable"
4380,3979,397904,1,1,96,24,6,6,6,6,"3979A01",3,4,24725,0,"3979A",3,24725,3,870.3341,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
4407,3991,399101,15,2,3,13,6,6,2,1,"3991A01",1,4,17525,0,"3991A",1,17525,1,137.7218,"Nouveau-Brunswick","Atlantique","Femme","S<U+00E9>par<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
4429,4001,400106,11,2,1,46,1,1,1,3,"4001A01",3,4,11350,0,"4001A",3,11350,3,124.888,"Manitoba","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4436,4004,400403,3,1,96,35,6,6,6,6,"4004A01",4,2,79345,79000,"4004A",4,79345,4,1017.8558,"Ontario","Ontario","Homme","Non applicable","Non applicable"
4441,4007,400702,8,1,2,47,6,6,1,2,"4007A01",2,2,133720,170000,"4007A",4,176300,4,309.9198,"Saskatchewan","Ouest","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
4508,4035,403501,14,2,4,35,6,6,1,4,"4035A01",2,4,33925,9550,"4035A",2,33925,2,619.1676,"Ontario","Ontario","Femme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
4518,4039,403901,16,1,4,24,6,6,1,3,"4039A01",1,4,33875,350,"4039A",1,33875,1,628.8537,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Divorc<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4525,4044,404401,13,1,1,35,1,1,1,4,"4044A01",3,5,94150,37000,"4044A",3,94150,3,1973.7102,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
4534,4046,404602,16,1,1,46,6,6,1,3,"4046A01",2,6,62820,0,"4046A",2,62820,2,241.7891,"Manitoba","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4536,4048,404801,14,1,1,13,6,6,1,3,"4048A01",2,2,115880,139000,"4048A",2,115880,2,134.3937,"Nouveau-Brunswick","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4542,4051,405102,8,1,1,47,6,6,1,3,"4051A01",5,2,126340,155000,"4051A",5,126340,5,135.6918,"Saskatchewan","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4557,4058,405802,6,2,6,24,6,6,1,3,"4058A01",3,2,61200,42500,"4058A",3,61200,3,82.7766,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
4563,4061,406101,11,1,4,35,6,6,1,3,"4061A01",1,2,40000,23000,"4061A",1,40000,1,353.2051,"Ontario","Ontario","Homme","Divorc<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
